file,voice_id,language,language_code,gender,type,duration_seconds,sample_rate
voices/chinese/male/chinese_male_open_swara_003.wav,chinese_male_open_swara_003,chinese,zh,male,native,4.4,24000
voices/chinese/male/chinese_male_open_swara_004.wav,chinese_male_open_swara_004,chinese,zh,male,native,5.72,24000
voices/chinese/male/chinese_male_open_swara_005.wav,chinese_male_open_swara_005,chinese,zh,male,native,8.96,24000
voices/chinese/male/chinese_male_open_swara_006.wav,chinese_male_open_swara_006,chinese,zh,male,native,5.88,24000
voices/chinese/male/chinese_male_open_swara_007.wav,chinese_male_open_swara_007,chinese,zh,male,native,10.88,24000
voices/chinese/unknown/chinese_unknown_english_open_swara_001.wav,chinese_unknown_english_open_swara_001,chinese,zh,unknown,english_accent,4.78,24000
voices/chinese/unknown/chinese_unknown_open_swara_001.wav,chinese_unknown_open_swara_001,chinese,zh,unknown,native,5.1,24000
voices/czech/unknown/czech_unknown_english_open_swara_001.wav,czech_unknown_english_open_swara_001,czech,cs,unknown,english_accent,4.44,24000
voices/czech/unknown/czech_unknown_english_open_swara_002.wav,czech_unknown_english_open_swara_002,czech,cs,unknown,english_accent,5.4,24000
voices/danish/male/danish_male_english_open_swara_001.wav,danish_male_english_open_swara_001,danish,da,male,english_accent,4.24,24000
voices/danish/male/danish_male_open_swara_001.wav,danish_male_open_swara_001,danish,da,male,native,3.2,24000
voices/dutch/female/dutch_female_english_open_swara_001.wav,dutch_female_english_open_swara_001,dutch,nl,female,english_accent,3.24,24000
voices/dutch/female/dutch_female_english_open_swara_002.wav,dutch_female_english_open_swara_002,dutch,nl,female,english_accent,4.12,24000
voices/dutch/female/dutch_female_english_open_swara_003.wav,dutch_female_english_open_swara_003,dutch,nl,female,english_accent,4.34,24000
voices/dutch/female/dutch_female_english_open_swara_004.wav,dutch_female_english_open_swara_004,dutch,nl,female,english_accent,4.2,24000
voices/dutch/female/dutch_female_english_open_swara_005.wav,dutch_female_english_open_swara_005,dutch,nl,female,english_accent,4.2,24000
voices/dutch/female/dutch_female_english_open_swara_006.wav,dutch_female_english_open_swara_006,dutch,nl,female,english_accent,4.76,24000
voices/dutch/female/dutch_female_english_open_swara_007.wav,dutch_female_english_open_swara_007,dutch,nl,female,english_accent,4.68,24000
voices/dutch/female/dutch_female_english_open_swara_008.wav,dutch_female_english_open_swara_008,dutch,nl,female,english_accent,4.04,24000
voices/dutch/female/dutch_female_english_open_swara_009.wav,dutch_female_english_open_swara_009,dutch,nl,female,english_accent,3.76,24000
voices/dutch/female/dutch_female_english_open_swara_010.wav,dutch_female_english_open_swara_010,dutch,nl,female,english_accent,4.84,24000
voices/dutch/female/dutch_female_english_open_swara_011.wav,dutch_female_english_open_swara_011,dutch,nl,female,english_accent,3.84,24000
voices/dutch/female/dutch_female_english_open_swara_012.wav,dutch_female_english_open_swara_012,dutch,nl,female,english_accent,5.0,24000
voices/dutch/female/dutch_female_english_open_swara_013.wav,dutch_female_english_open_swara_013,dutch,nl,female,english_accent,4.3,24000
voices/dutch/female/dutch_female_english_open_swara_014.wav,dutch_female_english_open_swara_014,dutch,nl,female,english_accent,3.84,24000
voices/dutch/female/dutch_female_english_open_swara_015.wav,dutch_female_english_open_swara_015,dutch,nl,female,english_accent,4.0,24000
voices/dutch/female/dutch_female_english_open_swara_016.wav,dutch_female_english_open_swara_016,dutch,nl,female,english_accent,4.6,24000
voices/dutch/female/dutch_female_english_open_swara_017.wav,dutch_female_english_open_swara_017,dutch,nl,female,english_accent,4.28,24000
voices/dutch/female/dutch_female_english_open_swara_018.wav,dutch_female_english_open_swara_018,dutch,nl,female,english_accent,4.36,24000
voices/dutch/female/dutch_female_english_open_swara_019.wav,dutch_female_english_open_swara_019,dutch,nl,female,english_accent,4.5,24000
voices/dutch/female/dutch_female_english_open_swara_020.wav,dutch_female_english_open_swara_020,dutch,nl,female,english_accent,4.22,24000
voices/dutch/female/dutch_female_english_open_swara_021.wav,dutch_female_english_open_swara_021,dutch,nl,female,english_accent,4.64,24000
voices/dutch/female/dutch_female_english_open_swara_022.wav,dutch_female_english_open_swara_022,dutch,nl,female,english_accent,4.24,24000
voices/dutch/female/dutch_female_english_open_swara_023.wav,dutch_female_english_open_swara_023,dutch,nl,female,english_accent,4.68,24000
voices/dutch/female/dutch_female_english_open_swara_024.wav,dutch_female_english_open_swara_024,dutch,nl,female,english_accent,3.88,24000
voices/dutch/female/dutch_female_english_open_swara_025.wav,dutch_female_english_open_swara_025,dutch,nl,female,english_accent,4.72,24000
voices/dutch/female/dutch_female_english_open_swara_026.wav,dutch_female_english_open_swara_026,dutch,nl,female,english_accent,4.32,24000
voices/dutch/female/dutch_female_english_open_swara_027.wav,dutch_female_english_open_swara_027,dutch,nl,female,english_accent,4.64,24000
voices/dutch/female/dutch_female_english_open_swara_028.wav,dutch_female_english_open_swara_028,dutch,nl,female,english_accent,4.08,24000
voices/dutch/female/dutch_female_english_open_swara_029.wav,dutch_female_english_open_swara_029,dutch,nl,female,english_accent,4.08,24000
voices/dutch/female/dutch_female_english_open_swara_030.wav,dutch_female_english_open_swara_030,dutch,nl,female,english_accent,3.98,24000
voices/dutch/female/dutch_female_english_open_swara_031.wav,dutch_female_english_open_swara_031,dutch,nl,female,english_accent,3.54,24000
voices/dutch/female/dutch_female_english_open_swara_032.wav,dutch_female_english_open_swara_032,dutch,nl,female,english_accent,4.26,24000
voices/dutch/female/dutch_female_english_open_swara_033.wav,dutch_female_english_open_swara_033,dutch,nl,female,english_accent,4.6,24000
voices/dutch/female/dutch_female_english_open_swara_034.wav,dutch_female_english_open_swara_034,dutch,nl,female,english_accent,3.64,24000
voices/dutch/female/dutch_female_open_swara_001.wav,dutch_female_open_swara_001,dutch,nl,female,native,3.76,24000
voices/dutch/female/dutch_female_open_swara_002.wav,dutch_female_open_swara_002,dutch,nl,female,native,5.4,24000
voices/dutch/female/dutch_female_open_swara_003.wav,dutch_female_open_swara_003,dutch,nl,female,native,4.22,24000
voices/dutch/female/dutch_female_open_swara_004.wav,dutch_female_open_swara_004,dutch,nl,female,native,4.4,24000
voices/dutch/female/dutch_female_open_swara_005.wav,dutch_female_open_swara_005,dutch,nl,female,native,4.36,24000
voices/dutch/female/dutch_female_open_swara_006.wav,dutch_female_open_swara_006,dutch,nl,female,native,4.56,24000
voices/dutch/female/dutch_female_open_swara_007.wav,dutch_female_open_swara_007,dutch,nl,female,native,5.04,24000
voices/dutch/female/dutch_female_open_swara_008.wav,dutch_female_open_swara_008,dutch,nl,female,native,4.36,24000
voices/dutch/female/dutch_female_open_swara_009.wav,dutch_female_open_swara_009,dutch,nl,female,native,4.04,24000
voices/dutch/female/dutch_female_open_swara_010.wav,dutch_female_open_swara_010,dutch,nl,female,native,4.52,24000
voices/dutch/female/dutch_female_open_swara_011.wav,dutch_female_open_swara_011,dutch,nl,female,native,4.16,24000
voices/dutch/female/dutch_female_open_swara_012.wav,dutch_female_open_swara_012,dutch,nl,female,native,5.12,24000
voices/dutch/female/dutch_female_open_swara_013.wav,dutch_female_open_swara_013,dutch,nl,female,native,4.14,24000
voices/dutch/female/dutch_female_open_swara_014.wav,dutch_female_open_swara_014,dutch,nl,female,native,4.08,24000
voices/dutch/female/dutch_female_open_swara_015.wav,dutch_female_open_swara_015,dutch,nl,female,native,4.24,24000
voices/dutch/female/dutch_female_open_swara_016.wav,dutch_female_open_swara_016,dutch,nl,female,native,4.72,24000
voices/dutch/female/dutch_female_open_swara_017.wav,dutch_female_open_swara_017,dutch,nl,female,native,4.8,24000
voices/dutch/female/dutch_female_open_swara_018.wav,dutch_female_open_swara_018,dutch,nl,female,native,5.2,24000
voices/dutch/female/dutch_female_open_swara_019.wav,dutch_female_open_swara_019,dutch,nl,female,native,4.42,24000
voices/dutch/female/dutch_female_open_swara_020.wav,dutch_female_open_swara_020,dutch,nl,female,native,4.38,24000
voices/dutch/female/dutch_female_open_swara_021.wav,dutch_female_open_swara_021,dutch,nl,female,native,4.64,24000
voices/dutch/female/dutch_female_open_swara_022.wav,dutch_female_open_swara_022,dutch,nl,female,native,4.36,24000
voices/dutch/female/dutch_female_open_swara_023.wav,dutch_female_open_swara_023,dutch,nl,female,native,4.8,24000
voices/dutch/female/dutch_female_open_swara_024.wav,dutch_female_open_swara_024,dutch,nl,female,native,4.36,24000
voices/dutch/female/dutch_female_open_swara_025.wav,dutch_female_open_swara_025,dutch,nl,female,native,4.48,24000
voices/dutch/female/dutch_female_open_swara_026.wav,dutch_female_open_swara_026,dutch,nl,female,native,6.16,24000
voices/dutch/female/dutch_female_open_swara_027.wav,dutch_female_open_swara_027,dutch,nl,female,native,4.56,24000
voices/dutch/female/dutch_female_open_swara_028.wav,dutch_female_open_swara_028,dutch,nl,female,native,4.48,24000
voices/dutch/female/dutch_female_open_swara_029.wav,dutch_female_open_swara_029,dutch,nl,female,native,4.84,24000
voices/dutch/female/dutch_female_open_swara_030.wav,dutch_female_open_swara_030,dutch,nl,female,native,4.42,24000
voices/dutch/female/dutch_female_open_swara_031.wav,dutch_female_open_swara_031,dutch,nl,female,native,4.3,24000
voices/dutch/female/dutch_female_open_swara_032.wav,dutch_female_open_swara_032,dutch,nl,female,native,4.22,24000
voices/dutch/female/dutch_female_open_swara_033.wav,dutch_female_open_swara_033,dutch,nl,female,native,4.6,24000
voices/dutch/female/dutch_female_open_swara_034.wav,dutch_female_open_swara_034,dutch,nl,female,native,4.0,24000
voices/dutch/male/dutch_male_english_open_swara_001.wav,dutch_male_english_open_swara_001,dutch,nl,male,english_accent,3.86,24000
voices/dutch/male/dutch_male_english_open_swara_002.wav,dutch_male_english_open_swara_002,dutch,nl,male,english_accent,3.86,24000
voices/dutch/male/dutch_male_english_open_swara_003.wav,dutch_male_english_open_swara_003,dutch,nl,male,english_accent,4.42,24000
voices/dutch/male/dutch_male_english_open_swara_004.wav,dutch_male_english_open_swara_004,dutch,nl,male,english_accent,3.86,24000
voices/dutch/male/dutch_male_english_open_swara_005.wav,dutch_male_english_open_swara_005,dutch,nl,male,english_accent,5.4,24000
voices/dutch/male/dutch_male_english_open_swara_006.wav,dutch_male_english_open_swara_006,dutch,nl,male,english_accent,3.52,24000
voices/dutch/male/dutch_male_english_open_swara_007.wav,dutch_male_english_open_swara_007,dutch,nl,male,english_accent,3.7,24000
voices/dutch/male/dutch_male_english_open_swara_008.wav,dutch_male_english_open_swara_008,dutch,nl,male,english_accent,4.32,24000
voices/dutch/male/dutch_male_english_open_swara_009.wav,dutch_male_english_open_swara_009,dutch,nl,male,english_accent,3.84,24000
voices/dutch/male/dutch_male_english_open_swara_010.wav,dutch_male_english_open_swara_010,dutch,nl,male,english_accent,3.94,24000
voices/dutch/male/dutch_male_english_open_swara_011.wav,dutch_male_english_open_swara_011,dutch,nl,male,english_accent,5.16,24000
voices/dutch/male/dutch_male_english_open_swara_012.wav,dutch_male_english_open_swara_012,dutch,nl,male,english_accent,3.72,24000
voices/dutch/male/dutch_male_english_open_swara_013.wav,dutch_male_english_open_swara_013,dutch,nl,male,english_accent,4.16,24000
voices/dutch/male/dutch_male_english_open_swara_014.wav,dutch_male_english_open_swara_014,dutch,nl,male,english_accent,4.24,24000
voices/dutch/male/dutch_male_english_open_swara_015.wav,dutch_male_english_open_swara_015,dutch,nl,male,english_accent,3.74,24000
voices/dutch/male/dutch_male_english_open_swara_016.wav,dutch_male_english_open_swara_016,dutch,nl,male,english_accent,5.68,24000
voices/dutch/male/dutch_male_english_open_swara_017.wav,dutch_male_english_open_swara_017,dutch,nl,male,english_accent,4.44,24000
voices/dutch/male/dutch_male_english_open_swara_018.wav,dutch_male_english_open_swara_018,dutch,nl,male,english_accent,4.68,24000
voices/dutch/male/dutch_male_english_open_swara_019.wav,dutch_male_english_open_swara_019,dutch,nl,male,english_accent,5.24,24000
voices/dutch/male/dutch_male_english_open_swara_020.wav,dutch_male_english_open_swara_020,dutch,nl,male,english_accent,3.72,24000
voices/dutch/male/dutch_male_english_open_swara_021.wav,dutch_male_english_open_swara_021,dutch,nl,male,english_accent,3.72,24000
voices/dutch/male/dutch_male_english_open_swara_022.wav,dutch_male_english_open_swara_022,dutch,nl,male,english_accent,4.04,24000
voices/dutch/male/dutch_male_english_open_swara_023.wav,dutch_male_english_open_swara_023,dutch,nl,male,english_accent,4.96,24000
voices/dutch/male/dutch_male_open_swara_001.wav,dutch_male_open_swara_001,dutch,nl,male,native,4.46,24000
voices/dutch/male/dutch_male_open_swara_002.wav,dutch_male_open_swara_002,dutch,nl,male,native,3.82,24000
voices/dutch/male/dutch_male_open_swara_003.wav,dutch_male_open_swara_003,dutch,nl,male,native,4.54,24000
voices/dutch/male/dutch_male_open_swara_004.wav,dutch_male_open_swara_004,dutch,nl,male,native,4.26,24000
voices/dutch/male/dutch_male_open_swara_005.wav,dutch_male_open_swara_005,dutch,nl,male,native,5.84,24000
voices/dutch/male/dutch_male_open_swara_006.wav,dutch_male_open_swara_006,dutch,nl,male,native,3.8,24000
voices/dutch/male/dutch_male_open_swara_007.wav,dutch_male_open_swara_007,dutch,nl,male,native,4.18,24000
voices/dutch/male/dutch_male_open_swara_008.wav,dutch_male_open_swara_008,dutch,nl,male,native,5.32,24000
voices/dutch/male/dutch_male_open_swara_009.wav,dutch_male_open_swara_009,dutch,nl,male,native,4.4,24000
voices/dutch/male/dutch_male_open_swara_010.wav,dutch_male_open_swara_010,dutch,nl,male,native,4.54,24000
voices/dutch/male/dutch_male_open_swara_011.wav,dutch_male_open_swara_011,dutch,nl,male,native,5.08,24000
voices/dutch/male/dutch_male_open_swara_012.wav,dutch_male_open_swara_012,dutch,nl,male,native,5.24,24000
voices/dutch/male/dutch_male_open_swara_013.wav,dutch_male_open_swara_013,dutch,nl,male,native,4.52,24000
voices/dutch/male/dutch_male_open_swara_014.wav,dutch_male_open_swara_014,dutch,nl,male,native,4.56,24000
voices/dutch/male/dutch_male_open_swara_015.wav,dutch_male_open_swara_015,dutch,nl,male,native,4.14,24000
voices/dutch/male/dutch_male_open_swara_016.wav,dutch_male_open_swara_016,dutch,nl,male,native,5.16,24000
voices/dutch/male/dutch_male_open_swara_017.wav,dutch_male_open_swara_017,dutch,nl,male,native,5.32,24000
voices/dutch/male/dutch_male_open_swara_018.wav,dutch_male_open_swara_018,dutch,nl,male,native,5.24,24000
voices/dutch/male/dutch_male_open_swara_019.wav,dutch_male_open_swara_019,dutch,nl,male,native,4.84,24000
voices/dutch/male/dutch_male_open_swara_020.wav,dutch_male_open_swara_020,dutch,nl,male,native,4.28,24000
voices/dutch/male/dutch_male_open_swara_021.wav,dutch_male_open_swara_021,dutch,nl,male,native,4.48,24000
voices/dutch/male/dutch_male_open_swara_022.wav,dutch_male_open_swara_022,dutch,nl,male,native,4.44,24000
voices/dutch/male/dutch_male_open_swara_023.wav,dutch_male_open_swara_023,dutch,nl,male,native,4.88,24000
voices/dutch/unknown/dutch_unknown_english_open_swara_001.wav,dutch_unknown_english_open_swara_001,dutch,nl,unknown,english_accent,3.96,24000
voices/dutch/unknown/dutch_unknown_english_open_swara_002.wav,dutch_unknown_english_open_swara_002,dutch,nl,unknown,english_accent,4.08,24000
voices/dutch/unknown/dutch_unknown_english_open_swara_003.wav,dutch_unknown_english_open_swara_003,dutch,nl,unknown,english_accent,4.32,24000
voices/dutch/unknown/dutch_unknown_english_open_swara_004.wav,dutch_unknown_english_open_swara_004,dutch,nl,unknown,english_accent,4.72,24000
voices/dutch/unknown/dutch_unknown_open_swara_001.wav,dutch_unknown_open_swara_001,dutch,nl,unknown,native,4.32,24000
voices/dutch/unknown/dutch_unknown_open_swara_002.wav,dutch_unknown_open_swara_002,dutch,nl,unknown,native,5.28,24000
voices/dutch/unknown/dutch_unknown_open_swara_003.wav,dutch_unknown_open_swara_003,dutch,nl,unknown,native,4.88,24000
voices/dutch/unknown/dutch_unknown_open_swara_004.wav,dutch_unknown_open_swara_004,dutch,nl,unknown,native,5.68,24000
voices/english/female/english_female_open_swara_001.wav,english_female_open_swara_001,english,en,female,native,4.78,24000
voices/english/female/english_female_open_swara_002.wav,english_female_open_swara_002,english,en,female,native,5.12,24000
voices/english/female/english_female_open_swara_003.wav,english_female_open_swara_003,english,en,female,native,7.68,24000
voices/english/female/english_female_open_swara_004.wav,english_female_open_swara_004,english,en,female,native,9.8,24000
voices/english/female/english_female_open_swara_005.wav,english_female_open_swara_005,english,en,female,native,6.0,24000
voices/english/female/english_female_open_swara_006.wav,english_female_open_swara_006,english,en,female,native,4.82,24000
voices/english/female/english_female_open_swara_007.wav,english_female_open_swara_007,english,en,female,native,5.06,24000
voices/english/female/english_female_open_swara_008.wav,english_female_open_swara_008,english,en,female,native,5.24,24000
voices/english/female/english_female_open_swara_009.wav,english_female_open_swara_009,english,en,female,native,3.74,24000
voices/english/female/english_female_open_swara_010.wav,english_female_open_swara_010,english,en,female,native,5.18,24000
voices/english/female/english_female_open_swara_011.wav,english_female_open_swara_011,english,en,female,native,4.44,24000
voices/english/female/english_female_open_swara_012.wav,english_female_open_swara_012,english,en,female,native,5.4,24000
voices/english/female/english_female_open_swara_013.wav,english_female_open_swara_013,english,en,female,native,5.8,24000
voices/english/female/english_female_open_swara_014.wav,english_female_open_swara_014,english,en,female,native,7.3,24000
voices/english/female/english_female_open_swara_015.wav,english_female_open_swara_015,english,en,female,native,4.48,24000
voices/english/female/english_female_open_swara_016.wav,english_female_open_swara_016,english,en,female,native,5.2,24000
voices/english/female/english_female_open_swara_017.wav,english_female_open_swara_017,english,en,female,native,4.56,24000
voices/english/female/english_female_open_swara_018.wav,english_female_open_swara_018,english,en,female,native,4.48,24000
voices/english/female/english_female_open_swara_019.wav,english_female_open_swara_019,english,en,female,native,5.68,24000
voices/english/female/english_female_open_swara_020.wav,english_female_open_swara_020,english,en,female,native,5.28,24000
voices/english/female/english_female_open_swara_021.wav,english_female_open_swara_021,english,en,female,native,5.6,24000
voices/english/female/english_female_open_swara_022.wav,english_female_open_swara_022,english,en,female,native,5.96,24000
voices/english/female/english_female_open_swara_023.wav,english_female_open_swara_023,english,en,female,native,4.72,24000
voices/english/female/english_female_open_swara_024.wav,english_female_open_swara_024,english,en,female,native,4.2,24000
voices/english/female/english_female_open_swara_025.wav,english_female_open_swara_025,english,en,female,native,4.36,24000
voices/english/female/english_female_open_swara_026.wav,english_female_open_swara_026,english,en,female,native,4.64,24000
voices/english/female/english_female_open_swara_027.wav,english_female_open_swara_027,english,en,female,native,5.16,24000
voices/english/female/english_female_open_swara_028.wav,english_female_open_swara_028,english,en,female,native,5.6,24000
voices/english/female/english_female_open_swara_029.wav,english_female_open_swara_029,english,en,female,native,5.0,24000
voices/english/female/english_female_open_swara_030.wav,english_female_open_swara_030,english,en,female,native,4.2,24000
voices/english/female/english_female_open_swara_031.wav,english_female_open_swara_031,english,en,female,native,6.28,24000
voices/english/female/english_female_open_swara_032.wav,english_female_open_swara_032,english,en,female,native,6.92,24000
voices/english/female/english_female_open_swara_033.wav,english_female_open_swara_033,english,en,female,native,5.84,24000
voices/english/female/english_female_open_swara_034.wav,english_female_open_swara_034,english,en,female,native,4.3,24000
voices/english/female/english_female_open_swara_035.wav,english_female_open_swara_035,english,en,female,native,3.66,24000
voices/english/female/english_female_open_swara_036.wav,english_female_open_swara_036,english,en,female,native,4.62,24000
voices/english/female/english_female_open_swara_037.wav,english_female_open_swara_037,english,en,female,native,4.76,24000
voices/english/female/english_female_open_swara_038.wav,english_female_open_swara_038,english,en,female,native,5.24,24000
voices/english/female/english_female_open_swara_039.wav,english_female_open_swara_039,english,en,female,native,4.68,24000
voices/english/female/english_female_open_swara_040.wav,english_female_open_swara_040,english,en,female,native,5.28,24000
voices/english/female/english_female_open_swara_041.wav,english_female_open_swara_041,english,en,female,native,5.36,24000
voices/english/female/english_female_open_swara_042.wav,english_female_open_swara_042,english,en,female,native,5.44,24000
voices/english/female/english_female_open_swara_043.wav,english_female_open_swara_043,english,en,female,native,4.54,24000
voices/english/female/english_female_open_swara_044.wav,english_female_open_swara_044,english,en,female,native,4.62,24000
voices/english/female/english_female_open_swara_045.wav,english_female_open_swara_045,english,en,female,native,5.18,24000
voices/english/female/english_female_open_swara_046.wav,english_female_open_swara_046,english,en,female,native,5.38,24000
voices/english/female/english_female_open_swara_047.wav,english_female_open_swara_047,english,en,female,native,4.52,24000
voices/english/female/english_female_open_swara_048.wav,english_female_open_swara_048,english,en,female,native,5.12,24000
voices/english/female/english_female_open_swara_049.wav,english_female_open_swara_049,english,en,female,native,4.68,24000
voices/english/female/english_female_open_swara_050.wav,english_female_open_swara_050,english,en,female,native,5.62,24000
voices/english/female/english_female_open_swara_051.wav,english_female_open_swara_051,english,en,female,native,4.06,24000
voices/english/female/english_female_open_swara_052.wav,english_female_open_swara_052,english,en,female,native,5.0,24000
voices/english/female/english_female_open_swara_053.wav,english_female_open_swara_053,english,en,female,native,4.88,24000
voices/english/female/english_female_open_swara_054.wav,english_female_open_swara_054,english,en,female,native,5.34,24000
voices/english/female/english_female_open_swara_055.wav,english_female_open_swara_055,english,en,female,native,5.6,24000
voices/english/female/english_female_open_swara_056.wav,english_female_open_swara_056,english,en,female,native,5.24,24000
voices/english/female/english_female_open_swara_057.wav,english_female_open_swara_057,english,en,female,native,5.64,24000
voices/english/female/english_female_open_swara_058.wav,english_female_open_swara_058,english,en,female,native,5.0,24000
voices/english/female/english_female_open_swara_059.wav,english_female_open_swara_059,english,en,female,native,4.2,24000
voices/english/female/english_female_open_swara_060.wav,english_female_open_swara_060,english,en,female,native,5.68,24000
voices/english/female/english_female_open_swara_061.wav,english_female_open_swara_061,english,en,female,native,5.24,24000
voices/english/female/english_female_open_swara_062.wav,english_female_open_swara_062,english,en,female,native,5.16,24000
voices/english/female/english_female_open_swara_063.wav,english_female_open_swara_063,english,en,female,native,4.64,24000
voices/english/female/english_female_open_swara_064.wav,english_female_open_swara_064,english,en,female,native,4.82,24000
voices/english/female/english_female_open_swara_065.wav,english_female_open_swara_065,english,en,female,native,3.92,24000
voices/english/female/english_female_open_swara_066.wav,english_female_open_swara_066,english,en,female,native,6.46,24000
voices/english/female/english_female_open_swara_067.wav,english_female_open_swara_067,english,en,female,native,4.14,24000
voices/english/female/english_female_open_swara_068.wav,english_female_open_swara_068,english,en,female,native,5.36,24000
voices/english/female/english_female_open_swara_069.wav,english_female_open_swara_069,english,en,female,native,4.5,24000
voices/english/female/english_female_open_swara_070.wav,english_female_open_swara_070,english,en,female,native,5.42,24000
voices/english/female/english_female_open_swara_071.wav,english_female_open_swara_071,english,en,female,native,4.84,24000
voices/english/female/english_female_open_swara_072.wav,english_female_open_swara_072,english,en,female,native,5.76,24000
voices/english/female/english_female_open_swara_073.wav,english_female_open_swara_073,english,en,female,native,4.64,24000
voices/english/female/english_female_open_swara_074.wav,english_female_open_swara_074,english,en,female,native,4.8,24000
voices/english/female/english_female_open_swara_075.wav,english_female_open_swara_075,english,en,female,native,5.12,24000
voices/english/female/english_female_open_swara_076.wav,english_female_open_swara_076,english,en,female,native,4.12,24000
voices/english/female/english_female_open_swara_077.wav,english_female_open_swara_077,english,en,female,native,5.34,24000
voices/english/female/english_female_open_swara_078.wav,english_female_open_swara_078,english,en,female,native,4.96,24000
voices/english/female/english_female_open_swara_079.wav,english_female_open_swara_079,english,en,female,native,6.48,24000
voices/english/female/english_female_open_swara_080.wav,english_female_open_swara_080,english,en,female,native,4.98,24000
voices/english/female/english_female_open_swara_081.wav,english_female_open_swara_081,english,en,female,native,4.56,24000
voices/english/female/english_female_open_swara_082.wav,english_female_open_swara_082,english,en,female,native,5.16,24000
voices/english/female/english_female_open_swara_083.wav,english_female_open_swara_083,english,en,female,native,4.76,24000
voices/english/female/english_female_open_swara_084.wav,english_female_open_swara_084,english,en,female,native,4.64,24000
